ID;Betalingsplichtigen;Perioden;TotaalMilieubelastingenEnHeffingen_1;TotaleOpbrengstMilieubelastingen_2;TotaalBelastingenOpMilieugrondslag_3;Afvalstoffenbelasting_4;Brandstoffenbelasting_5;Energiebelasting_6;Emissierechten_7;LeidingwaterEnGrondwaterbelasting_8;Verpakkingenbelasting_9;Vliegbelasting_10;TotaalBelastingenMBTMobiliteit_11;AccijnsOpBenzineEnOvMineraleOlien_12;BelastPersonenautoSEnMotorrijwielen_13;Motorrijtuigenbelasting_14;Mineralenheffingen_15;TotaleOpbrengstMilieuheffingen_16;AfvalstoffenheffingEnReinigingsrechten_17;GeluidsheffingBurgerluchtvaart_18;GrondwaterheffingEnNazorgheffing_19;RioolheffingEnRioolrechten_20;Waterverontreinigingsheffing_21
1479;P Onderwijs;2018;260.0;225.0;125.0;0.0;0.0;122.0;0.0;3.0;0.0;;100.0;68.0;10.0;22.0;;35.0;9.0;;0.0;9.0;17.0
1480;P Onderwijs;2019;269.0;238.0;139.0;1.0;0.0;134.0;0.0;4.0;0.0;;99.0;70.0;9.0;20.0;;31.0;9.0;;0.0;8.0;14.0
1481;P Onderwijs;2020;257.0;227.0;149.0;2.0;0.0;144.0;0.0;3.0;0.0;;78.0;55.0;7.0;16.0;;30.0;10.0;;0.0;7.0;13.0
1482;P Onderwijs;2021;262.0;229.0;144.0;3.0;0.0;136.0;1.0;3.0;0.0;1.0;85.0;60.0;9.0;16.0;;33.0;14.0;;0.0;7.0;12.0
1483;P Onderwijs;2022;301.0;266.0;191.0;2.0;0.0;182.0;2.0;3.0;0.0;2.0;75.0;53.0;8.0;14.0;;35.0;14.0;;0.0;8.0;13.0
1484;Q Gezondheids- en welzijnszorg;1995;104.0;58.0;18.0;3.0;14.0;0.0;0.0;1.0;;;40.0;16.0;22.0;2.0;;46.0;3.0;;0.0;11.0;32.0
1485;Q Gezondheids- en welzijnszorg;1996;110.0;66.0;25.0;2.0;17.0;5.0;0.0;1.0;;;41.0;15.0;21.0;5.0;;44.0;4.0;;0.0;7.0;33.0
1486;Q Gezondheids- en welzijnszorg;1997;128.0;81.0;37.0;4.0;16.0;16.0;0.0;1.0;;;44.0;18.0;23.0;3.0;;47.0;3.0;;0.0;8.0;36.0
1487;Q Gezondheids- en welzijnszorg;1998;134.0;87.0;34.0;2.0;15.0;16.0;0.0;1.0;;;53.0;24.0;25.0;4.0;;47.0;4.0;;0.0;9.0;34.0
1488;Q Gezondheids- en welzijnszorg;1999;155.0;106.0;50.0;3.0;19.0;27.0;0.0;1.0;;;56.0;23.0;28.0;5.0;;49.0;6.0;;0.0;9.0;34.0
1489;Q Gezondheids- en welzijnszorg;2000;172.0;118.0;61.0;3.0;19.0;38.0;0.0;1.0;;;57.0;22.0;31.0;4.0;;54.0;9.0;;0.0;10.0;35.0
1490;Q Gezondheids- en welzijnszorg;2001;169.0;113.0;48.0;4.0;0.0;44.0;0.0;0.0;;;65.0;26.0;34.0;5.0;;56.0;9.0;;0.0;11.0;36.0
1491;Q Gezondheids- en welzijnszorg;2002;162.0;102.0;34.0;5.0;0.0;28.0;0.0;1.0;;;68.0;31.0;30.0;7.0;;60.0;10.0;;0.0;11.0;39.0
1492;Q Gezondheids- en welzijnszorg;2003;174.0;111.0;32.0;3.0;0.0;28.0;0.0;1.0;;;79.0;33.0;37.0;9.0;;63.0;12.0;;0.0;11.0;40.0
1493;Q Gezondheids- en welzijnszorg;2004;219.0;154.0;60.0;3.0;0.0;56.0;0.0;1.0;;;94.0;38.0;40.0;16.0;;65.0;15.0;;0.0;11.0;39.0
1494;Q Gezondheids- en welzijnszorg;2005;274.0;205.0;108.0;3.0;0.0;104.0;0.0;1.0;;;97.0;36.0;44.0;17.0;;69.0;17.0;;0.0;11.0;41.0
1495;Q Gezondheids- en welzijnszorg;2006;320.0;245.0;143.0;7.0;0.0;135.0;0.0;1.0;;;102.0;35.0;49.0;18.0;;75.0;20.0;;0.0;15.0;40.0
1496;Q Gezondheids- en welzijnszorg;2007;283.0;211.0;104.0;4.0;0.0;99.0;0.0;1.0;;;107.0;37.0;53.0;17.0;;72.0;21.0;;0.0;15.0;36.0
1497;Q Gezondheids- en welzijnszorg;2008;321.0;245.0;140.0;4.0;0.0;134.0;0.0;1.0;0.0;1.0;105.0;33.0;52.0;20.0;;76.0;23.0;;0.0;15.0;38.0
1498;Q Gezondheids- en welzijnszorg;2009;323.0;251.0;135.0;3.0;0.0;130.0;0.0;1.0;0.0;1.0;116.0;47.0;50.0;19.0;;72.0;23.0;;0.0;16.0;33.0
1499;Q Gezondheids- en welzijnszorg;2010;315.0;247.0;138.0;1.0;0.0;131.0;0.0;6.0;0.0;;109.0;46.0;45.0;18.0;;68.0;23.0;;0.0;15.0;30.0
1500;Q Gezondheids- en welzijnszorg;2011;309.0;236.0;136.0;1.0;0.0;129.0;0.0;6.0;0.0;;100.0;44.0;37.0;19.0;;73.0;25.0;;0.0;16.0;32.0
1501;Q Gezondheids- en welzijnszorg;2012;285.0;214.0;124.0;0.0;0.0;120.0;0.0;4.0;0.0;;90.0;44.0;29.0;17.0;;71.0;26.0;;0.0;16.0;29.0
1502;Q Gezondheids- en welzijnszorg;2013;310.0;241.0;151.0;0.0;0.0;147.0;0.0;4.0;0.0;;90.0;46.0;24.0;20.0;;69.0;26.0;;0.0;16.0;27.0
1503;Q Gezondheids- en welzijnszorg;2014;302.0;235.0;144.0;1.0;0.0;136.0;0.0;7.0;0.0;;91.0;47.0;22.0;22.0;;67.0;26.0;;0.0;15.0;26.0
1504;Q Gezondheids- en welzijnszorg;2015;302.0;234.0;139.0;3.0;0.0;128.0;0.0;8.0;0.0;;95.0;48.0;24.0;23.0;;68.0;26.0;;0.0;15.0;27.0
1505;Q Gezondheids- en welzijnszorg;2016;326.0;257.0;161.0;4.0;0.0;148.0;0.0;9.0;0.0;;96.0;46.0;27.0;23.0;;69.0;26.0;;0.0;15.0;28.0
1506;Q Gezondheids- en welzijnszorg;2017;332.0;261.0;166.0;4.0;0.0;153.0;0.0;9.0;0.0;;95.0;43.0;28.0;24.0;;71.0;26.0;;0.0;15.0;30.0
1507;Q Gezondheids- en welzijnszorg;2018;345.0;271.0;178.0;4.0;0.0;165.0;0.0;9.0;0.0;;93.0;41.0;26.0;26.0;;74.0;25.0;;0.0;15.0;34.0
1508;Q Gezondheids- en welzijnszorg;2019;385.0;311.0;214.0;9.0;0.0;195.0;1.0;9.0;0.0;;97.0;44.0;28.0;25.0;;74.0;25.0;;0.0;15.0;34.0
1509;Q Gezondheids- en welzijnszorg;2020;443.0;365.0;272.0;9.0;0.0;253.0;1.0;9.0;0.0;;93.0;46.0;21.0;26.0;;78.0;30.0;;0.0;15.0;33.0
1510;Q Gezondheids- en welzijnszorg;2021;442.0;356.0;262.0;10.0;0.0;238.0;1.0;11.0;0.0;2.0;94.0;47.0;22.0;25.0;;86.0;34.0;;0.0;15.0;37.0
1511;Q Gezondheids- en welzijnszorg;2022;521.0;431.0;346.0;11.0;0.0;321.0;2.0;9.0;0.0;3.0;85.0;41.0;22.0;22.0;;90.0;38.0;;0.0;14.0;38.0
1512;R-U Cultuur, recreatie, overige diensten;1995;143.0;109.0;24.0;4.0;20.0;0.0;0.0;0.0;;;85.0;65.0;12.0;8.0;;34.0;4.0;;0.0;9.0;21.0
1513;R-U Cultuur, recreatie, overige diensten;1996;160.0;128.0;33.0;0.0;22.0;11.0;0.0;0.0;;;95.0;74.0;12.0;9.0;;32.0;4.0;;0.0;6.0;22.0
1514;R-U Cultuur, recreatie, overige diensten;1997;170.0;135.0;50.0;4.0;21.0;25.0;0.0;0.0;;;85.0;66.0;13.0;6.0;;35.0;5.0;;0.0;7.0;24.0
1515;R-U Cultuur, recreatie, overige diensten;1998;182.0;145.0;47.0;0.0;23.0;24.0;0.0;0.0;;;98.0;79.0;13.0;6.0;;37.0;7.0;;0.0;7.0;22.0
1516;R-U Cultuur, recreatie, overige diensten;1999;203.0;164.0;66.0;2.0;23.0;41.0;0.0;0.0;;;98.0;77.0;15.0;6.0;;39.0;9.0;;0.0;8.0;23.0
1517;R-U Cultuur, recreatie, overige diensten;2000;230.0;189.0;85.0;4.0;20.0;61.0;0.0;0.0;;;104.0;81.0;17.0;6.0;;41.0;9.0;;0.0;8.0;23.0
1518;R-U Cultuur, recreatie, overige diensten;2001;204.0;163.0;58.0;2.0;1.0;55.0;0.0;0.0;;;105.0;87.0;11.0;7.0;;41.0;8.0;;0.0;9.0;24.0
1519;R-U Cultuur, recreatie, overige diensten;2002;192.0;149.0;36.0;1.0;1.0;34.0;0.0;0.0;;;113.0;94.0;12.0;7.0;;43.0;8.0;;0.0;10.0;25.0
1520;R-U Cultuur, recreatie, overige diensten;2003;204.0;158.0;41.0;2.0;1.0;38.0;0.0;0.0;;;117.0;99.0;12.0;6.0;;46.0;9.0;;0.0;10.0;27.0
1521;R-U Cultuur, recreatie, overige diensten;2004;244.0;194.0;69.0;1.0;0.0;68.0;0.0;0.0;;;125.0;105.0;13.0;7.0;;50.0;12.0;;0.0;10.0;28.0
1522;R-U Cultuur, recreatie, overige diensten;2005;289.0;238.0;113.0;1.0;0.0;112.0;0.0;0.0;;;125.0;100.0;15.0;10.0;;51.0;13.0;;0.0;10.0;28.0
1523;R-U Cultuur, recreatie, overige diensten;2006;342.0;287.0;151.0;4.0;0.0;147.0;0.0;0.0;;;136.0;109.0;15.0;12.0;;55.0;13.0;;0.0;13.0;29.0
1524;R-U Cultuur, recreatie, overige diensten;2007;302.0;250.0;105.0;4.0;0.0;101.0;0.0;0.0;;;145.0;112.0;16.0;17.0;;52.0;13.0;;0.0;13.0;26.0
1525;R-U Cultuur, recreatie, overige diensten;2008;339.0;287.0;142.0;2.0;0.0;140.0;0.0;0.0;0.0;0.0;145.0;113.0;17.0;15.0;;52.0;13.0;;0.0;13.0;26.0
1526;R-U Cultuur, recreatie, overige diensten;2009;351.0;302.0;143.0;0.0;0.0;143.0;0.0;0.0;0.0;0.0;159.0;123.0;17.0;19.0;;49.0;13.0;;0.0;14.0;22.0
1527;R-U Cultuur, recreatie, overige diensten;2010;349.0;300.0;142.0;0.0;0.0;138.0;0.0;4.0;0.0;;158.0;129.0;9.0;20.0;;49.0;13.0;;0.0;12.0;24.0
1528;R-U Cultuur, recreatie, overige diensten;2011;357.0;305.0;144.0;1.0;0.0;140.0;0.0;3.0;0.0;;161.0;131.0;10.0;20.0;;52.0;13.0;;0.0;14.0;25.0
1529;R-U Cultuur, recreatie, overige diensten;2012;324.0;275.0;133.0;-1.0;0.0;131.0;0.0;3.0;0.0;;142.0;116.0;6.0;20.0;;49.0;13.0;;0.0;13.0;23.0
1530;R-U Cultuur, recreatie, overige diensten;2013;359.0;311.0;162.0;0.0;0.0;158.0;0.0;4.0;0.0;;149.0;123.0;6.0;20.0;;48.0;13.0;;0.0;13.0;22.0
1531;R-U Cultuur, recreatie, overige diensten;2014;368.0;320.0;162.0;0.0;0.0;156.0;0.0;6.0;0.0;;158.0;133.0;5.0;20.0;;48.0;13.0;;0.0;13.0;22.0
1532;R-U Cultuur, recreatie, overige diensten;2015;382.0;334.0;171.0;2.0;0.0;163.0;0.0;6.0;0.0;;163.0;138.0;5.0;20.0;;48.0;13.0;;0.0;13.0;22.0
1533;R-U Cultuur, recreatie, overige diensten;2016;410.0;362.0;187.0;1.0;0.0;179.0;0.0;7.0;0.0;;175.0;150.0;6.0;19.0;;48.0;13.0;;0.0;13.0;22.0
1534;R-U Cultuur, recreatie, overige diensten;2017;429.0;382.0;203.0;1.0;0.0;196.0;0.0;6.0;0.0;;179.0;150.0;10.0;19.0;;47.0;12.0;;0.0;13.0;22.0
1535;R-U Cultuur, recreatie, overige diensten;2018;450.0;402.0;219.0;1.0;0.0;212.0;0.0;6.0;0.0;;183.0;154.0;10.0;19.0;;48.0;12.0;;0.0;13.0;23.0
1536;R-U Cultuur, recreatie, overige diensten;2019;489.0;440.0;255.0;3.0;0.0;246.0;0.0;6.0;0.0;;185.0;154.0;12.0;19.0;;49.0;12.0;;0.0;13.0;24.0
1537;R-U Cultuur, recreatie, overige diensten;2020;427.0;389.0;249.0;4.0;0.0;239.0;0.0;6.0;0.0;;140.0;118.0;7.0;15.0;;38.0;11.0;;0.0;11.0;16.0
1538;R-U Cultuur, recreatie, overige diensten;2021;398.0;360.0;231.0;3.0;0.0;223.0;0.0;5.0;0.0;0.0;129.0;114.0;7.0;8.0;;38.0;10.0;;0.0;10.0;18.0
1539;R-U Cultuur, recreatie, overige diensten;2022;569.0;520.0;366.0;3.0;0.0;357.0;0.0;6.0;0.0;0.0;154.0;133.0;8.0;13.0;;49.0;12.0;;0.0;15.0;22.0
1540;R Cultuur, sport en recreatie;1995;84.0;57.0;13.0;3.0;10.0;0.0;0.0;0.0;;;44.0;37.0;3.0;4.0;;27.0;3.0;;0.0;7.0;17.0
1541;R Cultuur, sport en recreatie;1996;90.0;64.0;16.0;0.0;11.0;5.0;0.0;0.0;;;48.0;41.0;3.0;4.0;;26.0;4.0;;0.0;5.0;17.0
1542;R Cultuur, sport en recreatie;1997;100.0;71.0;27.0;2.0;10.0;15.0;0.0;0.0;;;44.0;40.0;3.0;1.0;;29.0;5.0;;0.0;5.0;19.0
1543;R Cultuur, sport en recreatie;1998;108.0;79.0;25.0;0.0;12.0;13.0;0.0;0.0;;;54.0;50.0;3.0;1.0;;29.0;6.0;;0.0;6.0;18.0
1544;R Cultuur, sport en recreatie;1999;118.0;88.0;35.0;1.0;11.0;23.0;0.0;0.0;;;53.0;47.0;3.0;3.0;;30.0;6.0;;0.0;6.0;18.0
1545;R Cultuur, sport en recreatie;2000;134.0;103.0;47.0;2.0;9.0;36.0;0.0;0.0;;;56.0;50.0;3.0;3.0;;31.0;6.0;;0.0;7.0;18.0
1546;R Cultuur, sport en recreatie;2001;115.0;84.0;27.0;2.0;1.0;24.0;0.0;0.0;;;57.0;50.0;3.0;4.0;;31.0;5.0;;0.0;7.0;19.0
1547;R Cultuur, sport en recreatie;2002;113.0;80.0;17.0;1.0;1.0;15.0;0.0;0.0;;;63.0;56.0;3.0;4.0;;33.0;5.0;;0.0;8.0;20.0
1548;R Cultuur, sport en recreatie;2003;120.0;86.0;20.0;1.0;1.0;18.0;0.0;0.0;;;66.0;59.0;3.0;4.0;;34.0;5.0;;0.0;8.0;21.0
1549;R Cultuur, sport en recreatie;2004;139.0;101.0;32.0;1.0;0.0;31.0;0.0;0.0;;;69.0;62.0;3.0;4.0;;38.0;8.0;;0.0;8.0;22.0
1550;R Cultuur, sport en recreatie;2005;161.0;122.0;55.0;1.0;0.0;54.0;0.0;0.0;;;67.0;59.0;3.0;5.0;;39.0;9.0;;0.0;8.0;22.0
1551;R Cultuur, sport en recreatie;2006;195.0;153.0;77.0;3.0;0.0;74.0;0.0;0.0;;;76.0;66.0;3.0;7.0;;42.0;9.0;;0.0;10.0;23.0
1552;R Cultuur, sport en recreatie;2007;174.0;135.0;55.0;3.0;0.0;52.0;0.0;0.0;;;80.0;66.0;4.0;10.0;;39.0;9.0;;0.0;10.0;20.0
1553;R Cultuur, sport en recreatie;2008;190.0;151.0;74.0;2.0;0.0;72.0;0.0;0.0;0.0;0.0;77.0;66.0;3.0;8.0;;39.0;9.0;;0.0;10.0;20.0
1554;R Cultuur, sport en recreatie;2009;191.0;154.0;68.0;0.0;0.0;68.0;0.0;0.0;0.0;0.0;86.0;72.0;3.0;11.0;;37.0;9.0;;0.0;11.0;17.0
1555;R Cultuur, sport en recreatie;2010;207.0;170.0;78.0;0.0;0.0;76.0;0.0;2.0;0.0;;92.0;77.0;3.0;12.0;;37.0;9.0;;0.0;9.0;19.0
1556;R Cultuur, sport en recreatie;2011;209.0;170.0;78.0;1.0;0.0;76.0;0.0;1.0;0.0;;92.0;78.0;2.0;12.0;;39.0;9.0;;0.0;10.0;20.0
1557;R Cultuur, sport en recreatie;2012;189.0;152.0;70.0;-1.0;0.0;70.0;0.0;1.0;0.0;;82.0;68.0;2.0;12.0;;37.0;9.0;;0.0;9.0;19.0
1558;R Cultuur, sport en recreatie;2013;208.0;172.0;86.0;0.0;0.0;84.0;0.0;2.0;0.0;;86.0;73.0;1.0;12.0;;36.0;9.0;;0.0;9.0;18.0
1559;R Cultuur, sport en recreatie;2014;210.0;174.0;85.0;0.0;0.0;82.0;0.0;3.0;0.0;;89.0;76.0;1.0;12.0;;36.0;9.0;;0.0;9.0;18.0
1560;R Cultuur, sport en recreatie;2015;218.0;182.0;89.0;1.0;0.0;85.0;0.0;3.0;0.0;;93.0;80.0;1.0;12.0;;36.0;9.0;;0.0;9.0;18.0
1561;R Cultuur, sport en recreatie;2016;236.0;200.0;98.0;0.0;0.0;95.0;0.0;3.0;0.0;;102.0;89.0;2.0;11.0;;36.0;9.0;;0.0;9.0;18.0
1562;R Cultuur, sport en recreatie;2017;245.0;210.0;109.0;1.0;0.0;105.0;0.0;3.0;0.0;;101.0;88.0;2.0;11.0;;35.0;8.0;;0.0;9.0;18.0
1563;R Cultuur, sport en recreatie;2018;260.0;224.0;118.0;1.0;0.0;114.0;0.0;3.0;0.0;;106.0;93.0;2.0;11.0;;36.0;8.0;;0.0;9.0;19.0
1564;R Cultuur, sport en recreatie;2019;279.0;242.0;139.0;2.0;0.0;133.0;0.0;4.0;0.0;;103.0;90.0;2.0;11.0;;37.0;8.0;;0.0;9.0;20.0
1565;R Cultuur, sport en recreatie;2020;202.0;177.0;107.0;2.0;0.0;102.0;0.0;3.0;0.0;;70.0;62.0;1.0;7.0;;25.0;7.0;;0.0;6.0;12.0
1566;R Cultuur, sport en recreatie;2021;182.0;157.0;99.0;2.0;0.0;95.0;0.0;2.0;0.0;0.0;58.0;56.0;0.0;2.0;;25.0;6.0;;0.0;6.0;13.0
1567;R Cultuur, sport en recreatie;2022;318.0;281.0;197.0;3.0;0.0;191.0;0.0;3.0;0.0;0.0;84.0;79.0;0.0;5.0;;37.0;8.0;;0.0;11.0;18.0
1568;S Overige dienstverlening;1995;59.0;52.0;11.0;1.0;10.0;0.0;0.0;0.0;;;41.0;28.0;9.0;4.0;;7.0;1.0;;0.0;2.0;4.0
1569;S Overige dienstverlening;1996;70.0;64.0;17.0;0.0;11.0;6.0;0.0;0.0;;;47.0;33.0;9.0;5.0;;6.0;0.0;;0.0;1.0;5.0
1570;S Overige dienstverlening;1997;70.0;64.0;23.0;2.0;11.0;10.0;0.0;0.0;;;41.0;26.0;10.0;5.0;;6.0;0.0;;0.0;1.0;5.0
1571;S Overige dienstverlening;1998;73.0;66.0;22.0;0.0;11.0;11.0;0.0;0.0;;;44.0;29.0;10.0;5.0;;7.0;1.0;;0.0;2.0;5.0
1572;S Overige dienstverlening;1999;85.0;76.0;31.0;1.0;12.0;18.0;0.0;0.0;;;45.0;30.0;12.0;3.0;;9.0;3.0;;0.0;2.0;5.0
1573;S Overige dienstverlening;2000;96.0;86.0;38.0;2.0;11.0;25.0;0.0;0.0;;;48.0;31.0;14.0;3.0;;10.0;3.0;;0.0;2.0;5.0
1574;S Overige dienstverlening;2001;89.0;79.0;31.0;0.0;0.0;31.0;0.0;0.0;;;48.0;37.0;8.0;3.0;;10.0;3.0;;0.0;2.0;5.0
1575;S Overige dienstverlening;2002;79.0;69.0;19.0;0.0;0.0;19.0;0.0;0.0;;;50.0;38.0;9.0;3.0;;10.0;3.0;;0.0;2.0;5.0
1576;S Overige dienstverlening;2003;84.0;72.0;21.0;1.0;0.0;20.0;0.0;0.0;;;51.0;40.0;9.0;2.0;;12.0;4.0;;0.0;2.0;6.0
1577;S Overige dienstverlening;2004;105.0;93.0;37.0;0.0;0.0;37.0;0.0;0.0;;;56.0;43.0;10.0;3.0;;12.0;4.0;;0.0;2.0;6.0
1578;S Overige dienstverlening;2005;128.0;116.0;58.0;0.0;0.0;58.0;0.0;0.0;;;58.0;41.0;12.0;5.0;;12.0;4.0;;0.0;2.0;6.0
1579;S Overige dienstverlening;2006;147.0;134.0;74.0;1.0;0.0;73.0;0.0;0.0;;;60.0;43.0;12.0;5.0;;13.0;4.0;;0.0;3.0;6.0
1580;S Overige dienstverlening;2007;128.0;115.0;50.0;1.0;0.0;49.0;0.0;0.0;;;65.0;46.0;12.0;7.0;;13.0;4.0;;0.0;3.0;6.0
1581;S Overige dienstverlening;2008;149.0;136.0;68.0;0.0;0.0;68.0;0.0;0.0;0.0;0.0;68.0;47.0;14.0;7.0;;13.0;4.0;;0.0;3.0;6.0
1582;S Overige dienstverlening;2009;160.0;148.0;75.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;73.0;51.0;14.0;8.0;;12.0;4.0;;0.0;3.0;5.0
1583;S Overige dienstverlening;2010;142.0;130.0;64.0;0.0;0.0;62.0;0.0;2.0;0.0;;66.0;52.0;6.0;8.0;;12.0;4.0;;0.0;3.0;5.0
1584;S Overige dienstverlening;2011;148.0;135.0;66.0;0.0;0.0;64.0;0.0;2.0;0.0;;69.0;53.0;8.0;8.0;;13.0;4.0;;0.0;4.0;5.0
1585;S Overige dienstverlening;2012;135.0;123.0;63.0;0.0;0.0;61.0;0.0;2.0;0.0;;60.0;48.0;4.0;8.0;;12.0;4.0;;0.0;4.0;4.0
1586;S Overige dienstverlening;2013;151.0;139.0;76.0;0.0;0.0;74.0;0.0;2.0;0.0;;63.0;50.0;5.0;8.0;;12.0;4.0;;0.0;4.0;4.0
1587;S Overige dienstverlening;2014;158.0;146.0;77.0;0.0;0.0;74.0;0.0;3.0;0.0;;69.0;57.0;4.0;8.0;;12.0;4.0;;0.0;4.0;4.0
1588;S Overige dienstverlening;2015;164.0;152.0;82.0;1.0;0.0;78.0;0.0;3.0;0.0;;70.0;58.0;4.0;8.0;;12.0;4.0;;0.0;4.0;4.0
1589;S Overige dienstverlening;2016;174.0;162.0;89.0;1.0;0.0;84.0;0.0;4.0;0.0;;73.0;61.0;4.0;8.0;;12.0;4.0;;0.0;4.0;4.0
1590;S Overige dienstverlening;2017;184.0;172.0;94.0;0.0;0.0;91.0;0.0;3.0;0.0;;78.0;62.0;8.0;8.0;;12.0;4.0;;0.0;4.0;4.0
1591;S Overige dienstverlening;2018;190.0;178.0;101.0;0.0;0.0;98.0;0.0;3.0;0.0;;77.0;61.0;8.0;8.0;;12.0;4.0;;0.0;4.0;4.0
1592;S Overige dienstverlening;2019;210.0;198.0;116.0;1.0;0.0;113.0;0.0;2.0;0.0;;82.0;64.0;10.0;8.0;;12.0;4.0;;0.0;4.0;4.0
1593;S Overige dienstverlening;2020;225.0;212.0;142.0;2.0;0.0;137.0;0.0;3.0;0.0;;70.0;56.0;6.0;8.0;;13.0;4.0;;0.0;5.0;4.0
1594;S Overige dienstverlening;2021;216.0;203.0;132.0;1.0;0.0;128.0;0.0;3.0;0.0;0.0;71.0;58.0;7.0;6.0;;13.0;4.0;;0.0;4.0;5.0
1595;S Overige dienstverlening;2022;251.0;239.0;169.0;0.0;0.0;166.0;0.0;3.0;0.0;0.0;70.0;54.0;8.0;8.0;;12.0;4.0;;0.0;4.0;4.0
1596;T Huishoudens;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1597;T Huishoudens;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1598;T Huishoudens;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1599;T Huishoudens;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1600;T Huishoudens;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1601;T Huishoudens;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1602;T Huishoudens;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1603;T Huishoudens;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1604;T Huishoudens;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1605;T Huishoudens;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1606;T Huishoudens;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1607;T Huishoudens;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1608;T Huishoudens;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1609;T Huishoudens;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1610;T Huishoudens;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1611;T Huishoudens;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1612;T Huishoudens;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1613;T Huishoudens;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1614;T Huishoudens;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1615;T Huishoudens;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1616;T Huishoudens;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1617;T Huishoudens;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1618;T Huishoudens;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1619;T Huishoudens;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1620;T Huishoudens;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1621;T Huishoudens;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1622;T Huishoudens;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
